Images,Posted-by,air-conditioning,balcony,bathrooms,bedrooms,dishwasher,fridge,furnished,heat_added,hydro_added,lat,laundry_in_building,laundry_in_unit,location,long,move-in-date,parking,pet_limited,pet_yes,postal_code,price,product-link-href,size,smoking_outdoors,smoking_yes,sublocality,title,type,water_added,wifi_cable,wifi_internet,yard
7.0,Kijiji User,1,0,1.0,2.0,1,1,0,0,0,45.4965499,0,1,"Montreal, QC H3C 4A8",-73.5614824,01-Jul-22,1,0,0,H3C 4A8,2400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-grand-condo-de-2-chambres-avec-cours-privee-a-griffintown/1620145346,730,1,0,Southwest,Beau grand condo de 2 chambres avec cours privée à Griffintown,Condo,1,0,0,1
5.0,Sotramont,1,0,1.5,2.5,1,1,1,0,0,45.4582206,0,1,"580 Boulevard Saint-Jean, Pointe-Claire, QC",-73.82216629999999,01-May-22,0,0,0,H9R 3J9,1760.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condos-locatifs-4-neufs-pointe-claire-dispo-immediatement/1617456592,1000,1,0,,CONDOS LOCATIFS 4 ½  NEUFS  POINTE-CLAIRE DISPO IMMÉDIATEMENT,Condo,0,0,0,0
7.0,Kijiji User,0,1,1.0,1.0,0,0,0,0,0,45.5480092,0,0,"Rue de Chambly, Montréal, QC",-73.5523305,10-Jun-22,0,0,0,,900.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-avec-1-piece-double-a-2-min-du-metro-joliette-dispo-asap/1620636351,1,0,1,,"3 1/2 avec 1 pièce double, à 2 min du métro Joliette, dispo asap",Apartment,0,0,0,0
13.0,Kijiji User,0,1,1.0,3.0,0,1,0,0,0,45.5972982,1,1,"2190 Avenue Mercier, Montréal, QC, H1L 5H1",-73.5175746,01-Jul-22,0,0,0,H1L 5H1,1750.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mercier-hochelaga-superbe-5-1-2-sur-2-etages-terrasse-privee/1620292723,1200,1,0,Mercier-Hochelaga-Maisonneuve,Mercier/Hochelaga - Superbe 5 1/2 sur 2 ÉTAGES - TERRASSE PRIVÉE,Apartment,1,0,0,0
5.0,Kijiji User,1,0,1.0,0.0,0,1,1,0,0,45.538127,1,0,"Cartier Street, Montreal, QC",-73.5837214,01-Jun-22,0,0,0,,749.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer/1620674531,350,0,1,,Appartement a louer,Apartment,1,0,1,0
2.0,Emad,0,0,1.0,1.0,0,1,0,1,1,45.4955214,1,0,"2285 Saint Mathieu Street, Montreal, QC",-73.58174029999999,01-Jul-22,0,0,0,H3H 2J7,1015.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/one-bedroom-apartment-for-lease-transfer-in-downtown-montreal/1620624789,600,1,0,Ville-Marie,One bedroom apartment for lease transfer in downtown Montreal,Apartment,1,0,0,0
,Kijiji User,0,0,1.0,1.0,0,0,0,0,1,45.4773668,0,0,"418 Claremont Avenue, Montreal, QC, H3Y 2N2",-73.6058812,01-Aug-22,0,0,0,H3Y 2N2,1599.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/418-claremont:-apartment-for-rent-in-montreal/1596965434,664,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,418 Claremont: Apartment for rent in Montreal,Apartment,1,0,0,0
5.0,91658989 quebec inc,0,1,1.0,4.0,1,1,0,0,0,45.528996,1,1,"QC-134, Montréal, QC H2K 3X1, Canada",-73.5592977,30-Jun-22,0,0,0,H2K 3X1,1950.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/huge-4-bedroom-6-1-2-ville-marie/1615058327,1,1,0,,Huge 4 bedroom 6 1/2 …Ville Marie,Apartment,0,0,0,0
6.0,RJ,0,1,1.0,2.5,0,0,0,0,0,45.4580584,0,0,"Montreal, QC H4E 3P3",-73.5930666,01-Jul-22,1,0,0,H4E 3P3,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-near-verdun-renovated/1619945142,1050,0,0,Southwest,4 1/2 near Verdun Renovated,Apartment,0,0,0,0
5.0,M M,1,1,1.0,1.0,0,0,0,1,1,45.5743035,1,0,"Saint-Leonard, QC H1S 2W2",-73.58340919999999,01-Oct-22,0,0,0,H1S 2W2,970.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-3-1-2-disponible-tout-inclu/1619798902,644,0,0,Saint-Leonard,Beau 3 1/2 DISPONIBLE!! TOUT INCLU,Apartment,1,0,0,0
7.0,Kijiji User,1,0,1.0,2.0,1,1,0,0,0,45.5287997,0,1,"270 Rue Saint-Zotique Ouest, Montréal, QC",-73.6157197,01-Jul-22,0,0,0,H2V 1A3,1600.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-4-1-2-a-louer-completement-neuf-dans-mile-ex/1620474920,850,1,0,Rosemont—La Petite-Patrie,Condo 4 1/2 à louer  complètement Neuf dans Mile-Ex,Condo,0,0,0,0
,6950 Fielding,1,0,1.0,1.0,0,0,0,1,0,45.4634887,0,0,"6950 avenue Fielding, Montreal, QC, H4V 1P7",-73.6460481,31-Aug-22,0,0,0,H4V 1P7,1449.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/6950-fielding:-apartment-for-rent-in-cote-saint-luc/1592804295,780,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,6950 Fielding: Apartment for rent in Côte Saint-Luc,Apartment,1,0,0,0
7.0,Joe,0,1,1.0,3.0,0,1,0,0,0,45.5236275,1,1,"Saint-Laurent, QC H4L 4M6, Canada",-73.68248400000002,01-Jul-22,0,0,0,H4L 4M6,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-ville-st-laurent/1619770539,1100,0,0,Saint-Laurent,5 1/2 Ville St Laurent,Duplex/Triplex,0,0,0,1
9.0,3710-3730 Queen Mary,0,0,1.0,2.0,1,1,0,1,0,45.4945138,1,0,"3710 Chemin Queen Mary, Montreal, QC, H3V 1A6",-73.6189529,13-Jun-22,0,0,0,H3V 1A6,1710.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bed-1-bath-corner-of-queen-mary-cdn-near-hec-id-2085/1618454502,743,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,2 Bed 1 Bath Corner of Queen Mary & CDN Near HEC - ID 2085,Apartment,1,0,0,0
8.0,MC,0,1,1.0,1.0,0,0,0,0,0,45.4839352,0,1,"Dollard-Des Ormeaux, QC H9G 2Y3",-73.8291333,01-Aug-22,1,0,0,H9G 2Y3,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-in-excellent-condition-august-first/1620404838,750,0,0,,3.5 In excellent condition August first,Apartment,0,0,0,0
,Kijiji User,0,1,1.0,2.0,0,0,0,0,0,45.5933873,0,0,"Montréal, QC H1L 2K8",-73.5233421,15-Jun-22,0,0,0,H1L 2K8,925.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-grand-4-5-pres-du-metro-h-beaugrand-libre/1621150175,735,0,0,Mercier-Hochelaga-Maisonneuve,Beau Grand.4.5 près du Métro H.Beaugrand Libre,Apartment,1,0,0,0
6.0,Kijiji User,1,1,1.0,2.0,1,1,1,0,0,45.5715245,0,1,"Av. Dubuisson, Montréal, QC H1N, Canada",-73.5316288,30-Jun-22,0,0,0,H1N,1300.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-meuble-furnished/1620182735,850,1,0,Mercier-Hochelaga-Maisonneuve,4 1/2 meublé furnished,Condo,0,0,0,1
7.0,Eric,0,1,1.0,3.0,0,1,1,0,0,45.4439119,1,1,"H8S 3Z9, Canada",-73.69167159999999,10-Jun-22,2,0,0,H8S 3Z9,1650.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/la-chine-grand-5-et-demi-a-loue-avec-deux-stationnements/1620812850,870,0,0,Lachine,La chine  grand 5 et demi à loué avec deux stationnements,Duplex/Triplex,1,1,1,1
7.0,Maya,0,1,1.0,2.0,1,1,0,0,0,45.4473676,0,0,"Verdun, QC H4H",-73.5814951,01-Jul-22,0,0,0,H4H,1380.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-4-1-2-crawford-parc-verdun/1618326474,870,0,0,Verdun,"Appartement 4 1/2  Crawford Parc , Verdun",Apartment,1,0,0,0
,Kijiji User,0,0,1.0,2.0,0,0,0,0,0,45.5532376,0,0,"Montréal, QC H1Y 2Z6",-73.5950866,01-Aug-22,0,0,0,H1Y 2Z6,995.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-dans-rosemont/1619770841,800,0,0,Rosemont-La Petite-Patrie,4 1/2 dans Rosemont,Duplex/Triplex,0,0,0,0
7.0,Uyen,0,1,1.0,3.5,1,1,0,0,0,45.4639979,0,1,"4018 Rue Newmarch, Verdun, QC H4G 1G8, Canada",-73.5742976,01-Jul-22,1,0,0,H4G 1G8,2250.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-et-grand-rdc-avec-3-ch-cour-et-stationnement/1621154335,1300,0,0,Verdun,"Beau et grand rdc avec 3 ch, cour et stationnement",Apartment,1,0,0,1
5.0,Ravi,0,1,1.0,2.0,0,0,0,0,0,45.5528729,0,0,"8025 Avenue Papineau, Montreal, QC H2E 2H5",-73.6176917,01-Jul-22,0,0,0,H2E 2H5,1125.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-apartment-in-villeray-metro-fabre-jarry/1620948334,850,0,0,Villeray—Saint-Michel—Parc-Extension,2 Bedroom Apartment in Villeray;Metro Fabre-Jarry,Apartment,0,0,0,0
7.0,Kijiji User,0,0,1.0,0.0,0,1,1,1,0,45.5066445,1,0,"Montréal, QC H2X 2B7",-73.5740557,01-Jul-22,0,0,0,H2X 2B7,880.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-studio-apartment-near-mcgill-from-july-or-aug/1620952341,275,0,0,Le Plateau-Mont-Royal,Downtown Studio Apartment near McGill (from July or Aug),Apartment,1,0,1,0
6.0,sylvain dubreuil,0,1,1.0,2.0,0,0,0,0,0,45.5809809,0,0,"Montréal, QC H1N 3A3",-73.537294,15-Jul-22,0,0,0,H1N 3A3,1185.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-langelier-grand-4-1-2-ferme-au-rdc-avec-cour-exclusive/1620512281,830,1,0,Mercier-Hochelaga-Maisonneuve,"Metro Langelier, Grand 4 1/2 fermé au RDC avec cour exclusive",Apartment,1,0,0,1
7.0,Kijiji User,1,1,1.0,1.0,0,0,0,1,1,45.5008367,1,0,"Montréal, QC H3G 2A4",-73.58030590000001,01-Jul-22,0,0,0,H3G 2A4,1665.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lease-transfer-for-a-one-bedroom-corner-unit-apartment-downtown/1620176231,690,1,0,Ville-Marie,Lease transfer for a one-bedroom corner unit apartment downtown,Apartment,1,0,0,0
7.0,karina,1,1,2.0,2.0,1,1,1,1,1,45.4957478,1,1,"1650 Rue Sherbrooke O, Montréal, QC H3H 1C9, Canada",-73.5818724,01-Jul-22,1,0,0,H3H 1C9,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/female-roomate-wanted/1620717711,1295,0,0,Ville-Marie,Wanted: Female roomate wanted,Condo,1,1,1,0
5.0,guérisondelame LICORNE,0,1,1.0,0.0,0,1,0,1,0,45.4387884,1,0,"Dorval, QC H9S 2C4",-73.7387523,01-Jul-22,1,0,0,H9S 2C4,895.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/11-2-a-ville-mont-royal-beaucoup-dinclus/1621208022,350,1,0,,11/2 à ville Mont-Royal beaucoup d'inclus  !,Apartment,1,0,1,0
7.0,Ling Yun Zhao,1,0,2.5,5.0,0,0,0,0,0,45.5087699,0,1,"Boulevard Lalande, Pierrefonds, QC",-73.7907323,01-Aug-22,3,0,0,H8Y,2800.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-house-for-rent-newly-renovated-5-bedroom-2-5-bath/1619743416,4500,0,0,Pierrefonds-Roxboro,"beautiful house for rent- newly renovated, 5 bedroom, 2.5 bath",House,1,0,0,1
,Kijiji User,0,1,1.0,2.0,0,0,0,0,0,45.5581215,0,0,"Montréal, QC H1X 2N5",-73.5742875,01-Aug-22,0,0,0,H1X 2N5,1300.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-et-grand-logement-4-1-2-2015-2e-etage/1620322621,940,1,0,Rosemont-La Petite-Patrie,Beau et Grand logement 4 1/2  (2015)  2e étage,Apartment,0,0,0,0
4.0,Nathalie,0,1,1.0,2.5,1,1,0,0,0,45.557908,0,0,"2044 Rue Théodore, Montréal, QC H1V 3B9, Canada",-73.537353,20-Jun-22,0,0,0,H1V 3B9,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-entierement-renove/1620710797,1000,0,0,Mercier-Hochelaga-Maisonneuve,4 1/2 entièrement rénové,Apartment,0,0,0,0
17.0,Immeubles Desjardins ID,0,0,1.0,1.0,0,0,0,0,0,45.57579620000001,0,1,"Montréal, QC H1T 1W6",-73.5678468,30-Jun-22,0,0,0,H1T 1W6,1085.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-avec-cours-hopital-maisonneuve-rosemont/1612135064,800,1,0,Rosemont—La Petite-Patrie,3 1/2 -  Avec Cours - Hôpital Maisonneuve Rosemont,Apartment,0,0,0,1
7.0,François,0,1,1.0,2.0,0,1,0,0,0,45.5401896,0,0,"Montréal, QC H2R 2E6",-73.6216156,06-Jun-22,0,0,0,H2R 2E6,1200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/villeray-appartement-4-1-2-a-louer-rue-st-denis-castelneau/1619689175,790,0,0,Villeray—Saint-Michel—Parc-Extension,Villeray  Appartement 4 1/2 à Louer /rue St-Denis (Castelneau),Apartment,0,0,0,0
4.0,ric,0,1,1.0,1.5,0,0,0,0,0,45.4656446,0,1,"Pierrefonds, QC H9J 2V4",-73.8795755,06-Jun-22,0,0,0,H9J 2V4,700.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-one-bedroom-apt-st-charles-pierrefonds-blvd-700/1619917507,700,1,0,Pierrefonds-Roxboro,Large one bedroom apt (St. Charles/Pierrefonds BLVD)- $700!,Apartment,1,0,0,1
7.0,Karen,0,0,1.0,1.0,0,1,0,1,0,45.5177238,1,0,"Mont-Royal, QC H3P 2G3",-73.63910609999999,20-Jun-22,1,0,0,H3P 2G3,1100.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-dune-chambre-a-coucher-ville-mont-royal/1621006360,430,0,0,,Condo d'une chambre à coucher- Ville-Mont-Royal,Condo,1,0,0,0
7.0,Kijiji User,0,0,2.0,5.0,1,1,0,0,0,45.5200667,0,1,"100 Rue Villeneuve O, Montréal, QC H2T 2R5, Canada",-73.59044,01-Jul-22,0,0,0,H2T 2R5,4000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-beds-2-baths-new-completely-renovated/1620686279,1400,0,0,Le Plateau-Mont-Royal,5 beds - 2 baths NEW COMPLETELY RENOVATED,Apartment,0,0,0,0
6.0,lorene,0,0,1.0,4.0,0,0,1,1,1,45.5392266,0,1,"Boulevard Saint-Joseph Est, Montréal, QC",-73.5757234,01-Jul-22,0,0,0,,1498.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-brs-available-in-a-4-brs-apartment-fully-furnished/1621116977,1,1,0,,"2 BRS available in a 4 BRS apartment, fully furnished",Apartment,1,1,1,0
13.0,Le Mille Neuf Luxury Apartments,1,1,1.0,2.0,1,1,0,0,0,45.5041811,0,1,"1009 Rue De Bleury, Montreal, QC, H2Z 0A3",-73.5622705,01-Aug-20,0,0,0,H2Z 0A3,2190.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-2-bedroom-4-5-apartment-for-rent-in-downtown-montreal/1505824633,940,1,0,Ville-Marie,Spacious 2 Bedroom (4.5) Apartment for Rent in Downtown Montreal,Apartment,0,0,0,0
7.0,Rachel,0,0,1.0,1.0,1,1,0,0,0,45.4822727,0,1,"Montréal, QC H3K 1C4",-73.56666290000001,01-Aug-22,0,0,0,H3K 1C4,1350.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-3-and-a-half-for-rent/1621058839,700,0,0,Southwest,Condo 3 and a half for Rent!!!,Condo,0,0,0,0
5.0,Kijiji User,1,1,1.0,3.0,0,0,0,0,0,45.6050716,0,0,"Anjou, QC H1K 1Z7",-73.5444746,13-Aug-22,0,0,0,H1K 1Z7,1350.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/anjou-5-1-2-haut-duplex/1621192916,950,0,0,Anjou,Anjou 5 1/2   haut duplex,Apartment,0,0,0,0
7.0,Irene,1,1,1.0,2.0,1,1,1,1,1,45.4910106,0,1,"1414 Rue Chomedey, Montreal, QC",-73.5831333,01-Jul-22,1,0,0,H3H 0A2,2200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-fully-furnished-2-bedrooms-apartment-for-rent/1620915630,840,0,0,Ville-Marie,Downtown Fully furnished 2 bedrooms apartment for rent,Condo,1,0,1,0
,Felicia Bertin,0,1,1.0,1.0,0,0,0,1,0,45.5464109,0,1,"Montreal, QC H3L 2T6",-73.6645331,01-Jul-22,1,0,0,H3L 2T6,800.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-apartment-in-ahuntsic/1621059901,100,0,0,Ahuntsic-Cartierville,2 1/2  apartment  in Ahuntsic,Apartment,0,0,0,0
7.0,Jacqueline,1,0,1.0,0.0,0,1,1,0,0,45.4994951,0,1,"Montreal, QC H4P 0B1",-73.653465,01-Jul-22,0,0,0,H4P 0B1,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-lease-transfer/1620291052,400,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Studio Lease transfer,Condo,1,0,0,0
7.0,Pina Lanard,1,1,1.0,1.5,1,1,0,0,0,45.5393452,0,1,"4556 Rue D'Iberville, Montreal, QC",-73.5697727,01-Jun-22,0,0,0,H2H 2M2,1550.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-plateau-renove-1-1/1618404863,725,0,0,Le Plateau-Mont-Royal,APPARTEMENT PLATEAU RÉNOVÉ 1+1,Apartment,0,0,0,0
10.0,3710-3730 Queen Mary,1,1,1.0,2.0,1,1,0,0,0,45.4945138,0,1,"3710 Chemin Queen Mary, Montreal, QC, H3V 1A6",-73.6189529,13-Jun-22,0,0,0,H3V 1A6,2025.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-free-month-renovated-4-5-near-hec-free-wifi-id-2075/1616806749,765,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,*1 Free Month* Renovated 4.5 near HEC - Free Wifi - ID 2075,Apartment,1,0,1,0
7.0,GONG,1,1,1.0,1.0,1,1,0,0,0,45.450732,1,1,"Montreal, QC H8N 0H5",-73.6066087,01-Sep-22,0,0,0,H8N 0H5,1280.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2021-new-condo-3-1-2-near-angrignon-metro-to-rent/1620127567,548,0,0,LaSalle,2021 New Condo 3 1/2 near Angrignon Metro to Rent,Condo,1,0,0,0
3.0,johanne,0,1,1.0,3.0,0,0,0,0,0,45.4204085,0,1,"H8P 3R3, Canada",-73.6060408,01-Jul-22,0,0,0,H8P 3R3,1375.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-grand-51-2-libre-1er-juillet/1619459493,1300,0,0,Lasalle,Beau grand 51/2 libre 1er Juillet,Duplex/Triplex,0,0,0,0
4.0,590 Outremont,1,0,1.0,1.0,1,1,0,1,0,45.496454,0,1,"590 Outremont, Montréal, QC, H3V 3M6",-73.6111337,01-Apr-22,0,0,0,H3V,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-renove-illumine-5-min-du-metro-outremont-animaux-permis/1616676713,400,0,0,,3 1/2 Rénové + Illuminé -5 min du métro Outremont-Animaux permis,Condo,1,0,0,0
7.0,Kijiji User,1,1,1.0,1.0,1,1,1,1,1,45.4466109,0,1,"Avenue Mousseau-Vermette, Dorval, QC",-73.7261814,06-Jun-22,1,0,0,H9S,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/modern-condo-furnished-all-included-dorval-montral/1619903879,570,0,0,,MODERN CONDO  - FURNISHED - ALL INCLUDED - DORVAL - MONTRAL,Condo,1,0,0,0
6.0,3450 Drummond Tower A,1,1,2.0,2.0,1,1,0,1,0,45.5007877,1,0,"3450 Rue Drummond, Montréal, QC, H3G 1Y2",-73.57935979999999,01-Feb-22,0,0,0,H3G 1Y2,2995.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-appartement-a-louer-2-chambres-en-plein-coeur-de-montreal/1505776791,1386,0,0,Ville-Marie,4 1/2 - Appartement à louer 2 chambres en plein cœur de Montréal,Apartment,1,0,0,0
,Kijiji User,0,1,1.0,3.0,0,1,0,1,0,45.4241749,1,0,"Rue Airlie, Lasalle, QC",-73.6460659,01-Jun-22,0,0,0,H8R,1250.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lasalle-5-renov-large-sunny-hardwood-floor/1621129268,750,1,0,LaSalle,"Lasalle, 5 ½ renov. Large Sunny Hardwood Floor",Apartment,1,0,0,0
7.0,Kijiji User,1,1,2.0,3.0,0,0,0,0,0,45.5763894,0,0,"5065 Rue Jean-Talon Est, Saint-Leonard, QC",-73.5840149,01-Jun-22,0,0,0,H1S 0B5,3200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-spacious-penthouse-5/1619800993,2118,0,0,Saint-Léonard,Beautiful Spacious PENTHOUSE!! 5 ½,Apartment,0,0,0,0
,Kijiji User,0,1,1.0,3.0,0,0,0,1,0,45.6108452,0,1,"Rue Crevier, Montréal, QC H1G 2C9, Canada",-73.622133,01-Jul-22,0,0,0,H1G,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-et41-2-montreal-nord-a-louer/1620643907,1500,0,0,Montréal-Nord,5 1/2 et41/2  Montreal Nord a louer,Apartment,0,0,0,0
,Kijiji User,1,1,2.0,3.0,1,1,0,1,1,45.5424875,0,1,"3100 Rue Sherbrooke E, Montréal, QC H1W 1B6, Canada",-73.5575319,01-Sep-22,1,0,0,H1W 1B6,2400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/penthouse-de-2-cac-et-2-sdb/1620848799,989,0,0,Mercier-Hochelaga-Maisonneuve,PENTHOUSE de 2 cac et 2 sdb,Condo,1,1,1,0
4.0,Kijiji User,1,1,1.0,1.0,0,1,0,1,1,45.4799403,1,0,"Boulevard de Maisonneuve Ouest, Montreal, QC",-73.5976434,01-Jul-22,0,0,0,,970.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-and-bright-2-1-2-with-small-bedroom-alcove/1619714891,480,1,0,,large and bright 2 1/2 with small bedroom/alcove,Apartment,1,0,0,0
7.0,Kijiji User,0,0,1.0,3.0,0,1,1,1,1,45.5222088,0,1,"Montréal, QC H2T 1K9",-73.58859389999999,01-Sep-22,0,0,0,H2T 1K9,1635.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-metro-mont-royal-3bedroom-apartment-all-included/1621224606,800,1,0,Le Plateau-Mont-Royal,"Plateau,Metro Mont Royal ,3bedroom apartment all included",Duplex/Triplex,1,0,0,1
7.0,Samuel,1,1,1.0,1.0,0,0,1,1,1,45.5658179,0,1,"Montréal, QC H2A 2J5",-73.5936505,30-Jun-22,0,0,0,H2A 2J5,1495.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/penthouse-lumineux-ideal-pour-couple-dans-villeray-st-michel/1619768007,680,1,0,Villeray—Saint-Michel—Parc-Extension,"Penthouse lumineux, idéal pour couple dans Villeray/St-Michel",Condo,1,1,1,0
,Kijiji User,0,1,1.0,2.0,0,0,0,0,0,45.4485527,0,1,"Kirkland, QC H9J",-73.87095479999999,01-Jul-22,0,0,0,H9J,1590.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-renove-plateau-mt-royal-sur-lave-colonial-1er-juillet/1620887192,700,0,0,,"4 1/2 rénové Plateau Mt-Royal, sur l'Ave Colonial. - 1er juillet",Duplex/Triplex,0,0,0,0
7.0,li,0,1,1.0,3.0,0,0,0,0,0,45.46235050000001,0,1,"Montréal, QC H4E 1H9",-73.5837439,01-Aug-22,0,0,0,H4E 1H9,1440.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-grand-5-1-2-renoves-1er-etage-metro-jolicoeur/1621094364,1200,1,0,Southwest,"Très Grand 5-1/2, rénovés, 1er étage, métro jolicoeur",Apartment,1,0,0,0
,4800 Boulevard de Maisonneuve West,1,1,2.0,3.0,1,1,0,1,0,45.4787313,1,1,"4800 de Maisonneuve Boulevard West, Montreal, QC, H3Z 1M1",-73.5984431,13-Jun-22,0,0,0,H3Z 1M2,3175.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/westmount-newly-built-2-balconies-id-182/1615989921,1135,0,0,,"Westmount, newly built, 2 balconies - ID 182",Apartment,1,0,0,0
7.0,Kijiji User,0,1,1.0,1.0,0,0,0,0,0,45.5437421,0,1,"Rue Davidson, Montreal, QC",-73.5486322,01-Sep-22,0,0,0,H1W,980.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/charmant-3-et-1-2-renove-hochelaga-tres-bien-situe/1620522926,640,0,0,,"Charmant 3 et 1/2 rénové, Hochelaga, très bien situé",Apartment,0,0,0,0
6.0,Stéphane,1,1,1.0,3.0,1,1,1,0,0,45.5383332,0,1,"339 Rue de Castelnau Est, Montréal, QC H2R 1P8",-73.6179504,01-Jul-22,0,0,0,H2R 1P8,1995.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-tout-inclus-a-lexception-des-couts-delectricite/1611832517,700,1,0,Villeray—Saint-Michel—Parc-Extension,5 1\2 Tout inclus à l'exception des coûts d'électricité,Condo,1,0,1,0
,Freddy,0,0,1.0,1.0,0,1,0,0,0,45.5822416,0,1,"Av. de Repentigny, Montréal, QC H1M 2G2, Canada",-73.5493737,01-Jul-22,0,0,0,H1M 2G2,720.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-a-louer_1e-juillet/1621213252,300,0,0,Mercier-Hochelaga-Maisonneuve,2-1/2 a louer_1e Juillet,Apartment,0,0,0,0
7.0,Nga Vu,0,1,1.0,3.0,1,0,0,0,0,45.5865439,0,0,"Saint-Léonard, QC H1R 1R1",-73.59968669999999,01-Jul-22,1,0,0,H1R 1R1,1950.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-au-rez-de-chausee-bien-situe-a-saint-leonard/1621003707,1300,0,0,Saint-Leonard,Grand 5 ½ au Rez-de-Chausée bien situé à Saint-Léonard,Duplex/Triplex,0,0,0,1
7.0,Triett,1,0,1.0,2.0,0,1,1,0,0,45.5358947,0,1,"4516 Avenue des Érables, Montreal, QC",-73.5724996,18-Jun-22,0,0,0,H2H 2C9,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-apt-meubles-electros-cour-backyard-plateau-mont-royal/1621126399,720,1,0,Le Plateau-Mont-Royal,4 1/2 APT+MEUBLES+ELECTROS / COUR/ BACKYARD/ PLATEAU MONT ROYAL,Apartment,1,0,0,1
